program,year,last_name,first_name,affiliation_QID,subprogram,multi.year_award,fellowship.title
Clark,2024,Alberti,Francesca,Q337494,,NA,
Clark,2024,Anagnost,Adrian,Q1193547,,NA,
Clark,2024,Baldasarre,María Isabel,Q5733950,,NA,
Clark,2024,Beleza-Barreiros,Inês,Q1979891,,NA,
Clark,2024,Boone,Emilie,Q49210,,NA,
Clark,2024,Bosc-Tiessé,Claire,Q280413,,NA,
Clark,2024,Bost,Darius,Q955764,,NA,
Clark,2024,Gosine,Andil,Q849751,,NA,
Clark,2024,Greene,Nikki A.,Q49205,,NA,
Clark,2024,Abdul Malak,Rima,Q90,,NA,
Clark,2024,Matar,Roula,Q1050988,,NA,
Clark,2024,Holmquist Pachas,Ulla,Q200601,,NA,
Clark,2024,Del Valle Schorske,Carina,Q18419,,NA,
Clark,2024,Scott,David,Q49088,,NA,
Clark,2024,Trusted,Marjorie (Holly),Q192775,,NA,
Clark,2024,Tymkiv,Svitlana,Q131281229,,NA,
Clark,2023,Simões,Igor,Q10387820,,NA,
Clark,2023,Bogel,Cynthea J.,Q1188786,,NA,
Clark,2023,Foa,Michelle,Q1193547,,NA,
Clark,2023,Ringelberg,Kirsten,Q4568893,,NA,
Clark,2023,Benites,Sandra,Q10286372,,NA,
Clark,2023,Yusaf,Shundana,Q168515,,NA,
Clark,2023,Shtromberg,Elena,Q168515,,NA,
Clark,2023,Ekman,Anita,Q174,,NA,
Clark,2023,Del Árbol,Marta Ruiz,Q176251,,NA,
Clark,2023,Balaram,Rakhee,Q1780816,,NA,
Clark,2023,Doherty,Brigid,Q21578,,NA,
Clark,2023,Escobar,Jesús,Q309350,,NA,
Clark,2023,Hudson,Suzanne,Q4614,,NA,
Clark,2023,Howley,Kathryn,Q49210,,NA,
Clark,2023,Meredith,Hallie G.,Q597236,,NA,
Clark,2023,Flucker,Turry M.,Q6603941,,NA,
Clark,2023,James,Erica Moiah,Q738258,,NA,
Clark,2023,Oliver,Keisha,Q74432603,,NA,
Clark,2023,Han,Sora,Q868421,,NA,
Clark,2022,Hamill,Sarah,Q1051840,,NA,
Clark,2022,Graves,Margaret S.,Q1079140,,NA,
Clark,2022,Lozère,Christelle,Q16682075,,NA,
Clark,2022,Paravisini-Gebert,Lizabeth,Q2093794,,NA,
Clark,2022,Rose,Sam,Q216273,,NA,
Clark,2022,Bonfait,Olivier,Q287072,,NA,
Clark,2022,Flatley,Jonathan,Q349055,,NA,
Clark,2022,Koering,Jérémie,Q36188,,NA,
Clark,2022,Ioannidis,Konstantinos,Q414014,,NA,
Clark,2022,Makonnen,Tsedaye,Q61,,NA,
Clark,2022,Donette,Francis,Q738258,,NA,
Clark,2022,Touma,Josephine,Q741082,,NA,
Clark,2022,Smith,Shawn Michelle,Q7432601,,NA,
Clark,2022,Lähnemann,Ingmar,Q80195096,,NA,
Clark,2022,Melius,Jeremy,Q84,,NA,
Clark,2022,Dubois,Vashti,Q96742105,,NA,
Clark,2021,Engmann,Rachel Ama Asaa,Q1082964,,NA,
Clark,2021,Sichel,Jennifer,Q1317143,,NA,
Clark,2021,Hahn,Cynthia,Q1446181,,NA,
Clark,2021,Freund,Amy,Q1536258,,NA,
Clark,2021,Conduru,Roberto,Q1536258,,NA,
Clark,2021,Fajardo-Hill,Cecilia,Q174710,,NA,
Clark,2021,Lazevnik,Ashley,Q1785291,,NA,
Clark,2021,Doherty,Brigid,Q21578,,NA,
Clark,2021,Small,Irene V.,Q21578,,NA,
Clark,2021,Davis,Julie Nelson,Q49117,,NA,
Clark,2021,Peers,Glenn,Q617433,,NA,
Clark,2021,Lee,Lisa,Q621043,,NA,
Clark,2021,Dackerman,Susan,Q65,,NA,
Clark,2021,Oliver,Keisha,Q74432603,,NA,
Clark,2021,Nelson,Jennifer,Q838330,,NA,
Clark,2021,Schindler,Robert,Q865736,,NA,
Clark,2021,Tani,Ellen,Q87195168,,NA,
Clark,2021,Payne,Edward,Q924265,,NA,
Clark,2020,Vaughn,Jessica,Q1345,,NA,
Clark,2020,Doherty,Brigid,Q21578,,NA,
Clark,2020,Kee,Joan,Q230492,,NA,
Clark,2020,Harris,Julie,Q2896792,,NA,
Clark,2020,Hyde,Timothy,Q49108,,NA,
Clark,2020,Weddle,Saundra,Q5309401,,NA,
Clark,2020,Burrus,Virginia,Q617433,,NA,
Clark,2020,Lee,Lisa,Q621043,,NA,
Clark,2019,Suda,Alexandra,Q1068063,,NA,
Clark,2019,Horton,Jessica,Q1068072,,NA,
Clark,2019,Cohen,Kris,Q1140775,,NA,
Clark,2019,Bajorek,Jennifer,Q1706859,,NA,
Clark,2019,Penner,Barbara,Q193196,,NA,
Clark,2019,Poddar,Neeraja,Q129099831,,NA,
Clark,2019,Cordez,Philippe,Q253771,,NA,
Clark,2019,Scheid,Kirsten,Q469482,,NA,
Clark,2019,Bonin,Christianna,Q49108,,NA,
Clark,2019,Clarke,Christa,Q49199,,NA,
Clark,2019,Sidlauskas,Susan,Q499451,,NA,
Clark,2019,Ramond,Sylvie,Q511,,NA,
Clark,2019,Olalquiaga,Celeste,Q60,,NA,
Clark,2019,Childs,Adrienne,Q61,,NA,
Clark,2019,Gagliardi,Susan,Q621043,,NA,
Clark,2019,Pagliano,Eric,Q670250,,NA,
Clark,2019,Ellis,Lisa,Q670250,,NA,
Clark,2019,Chang,Jiat-Hwee,Q738236,,NA,
Clark,2019,Sexton,Jared,Q868421,,NA,
Clark,2018,Ogée,Frédéric,Q1235608,,NA,
Clark,2018,de La Maza,Josefina,Q1489,,NA,
Clark,2018,Çakmak,Gülru,Q15142,,NA,
Clark,2018,Montross,Sarah,Q2019741,,NA,
Clark,2018,Colomina,Beatriz,Q21578,,NA,
Clark,2018,Carr,Kevin,Q230492,,NA,
Clark,2018,Savoy,Daniel,Q2749572,,NA,
Clark,2018,Wigley,Mark,Q49088,,NA,
Clark,2018,Macchiavello,Carla,Q4946345,,NA,
Clark,2018,Crossman,Lisa,Q5455423,,NA,
Clark,2018,Garr,Shana Dumont,Q5506454,,NA,
Clark,2018,Saavedra,Soledad Garcia,Q6034308,,NA,
Clark,2018,Baldasso,Renzo,Q670897,,NA,
Clark,2018,Brisman,Shira,Q838330,,NA,
Clark,2018,Casid,Jill,Q838330,,NA,
Clark,2018,Bauer,Doron,Q861548,,NA,
Clark,2017,Gerát,Ivan,Q1050317,,NA,
Clark,2017,Sinha,Ajay,Q1140542,,NA,
Clark,2017,Lugo-Ortiz,Agnes,Q131252,,NA,
Clark,2017,Jackson,Matthew Jesse,Q131252,,NA,
Clark,2017,Wunsch,Oliver,Q13371,,NA,
Clark,2017,Lipinski,Birger,Q1754,,NA,
Clark,2017,Rovine,Victoria,Q192334,,NA,
Clark,2017,Hong,Jeehee,Q201492,,NA,
Clark,2017,Pitta,Fernanda,Q2095209,,NA,
Clark,2017,Piccoli,Valéria,Q2095209,,NA,
Clark,2017,Scherer,Andrew,Q49114,,NA,
Clark,2017,Heuer,Christopher,Q49166,,NA,
Clark,2017,Sears,Tamara,Q499451,,NA,
Clark,2017,Cabañas,Kaira M.,Q501758,,NA,
Clark,2017,Collier,Delinda,Q7432601,,NA,
Clark,2017,Redondo,Laercio,Q8678,,NA,
Clark,2017,Dubin,Nina,Q955764,,NA,
Clark,2016,Koss,Juliet,Q10664609,,NA,
Clark,2016,Porras,Stephanie,Q1193547,,NA,
Clark,2016,Bray,Xavier,Q1327919,,NA,
Clark,2016,Van Alphen,Ernst,Q156598,,NA,
Clark,2016,Ault,Julie,Q1771717,,NA,
Clark,2016,Warnock,Molly,Q193727,,NA,
Clark,2016,Campbell,Stephen,Q193727,,NA,
Clark,2016,Bal,Mieke,Q214341,,NA,
Clark,2016,Foster,Hal,Q21578,,NA,
Clark,2016,Fontan del Junco,Manuel,Q29043218,,NA,
Clark,2016,Nilsson,Hakan,Q3110979,,NA,
Clark,2016,Nichols,Marden Fitzpatrick,Q333886,,NA,
Clark,2016,Brunson,Molly,Q49112,,NA,
Clark,2016,Slifkin,Robert,Q49210,,NA,
Clark,2016,Buskirk,Martha,Q6906574,,NA,
Clark,2016,Doronchenkov,Ilia,Q929378,,NA,
Clark,2015,Sand,Alexa,Q1052614,,NA,
Clark,2015,Singh,Kavita,Q1147063,,NA,
Clark,2015,Burton,Johanna,Q1156823,,NA,
Clark,2015,Smith,Joanna,Q1285902,,NA,
Clark,2015,Cometa,Michele,Q1641504,,NA,
Clark,2015,Crane,Sheila,Q213439,,NA,
Clark,2015,Papapetros,Spyros,Q21578,,NA,
Clark,2015,Casto,Shelly,Q2527311,,NA,
Clark,2015,Shanahan,Maureen,Q258943,,NA,
Clark,2015,Grootenboer,Hanneke,Q34433,,NA,
Clark,2015,Brenson,Michael,Q49109,,NA,
Clark,2015,Müller,Kathrin,Q50662,,NA,
Clark,2015,Smith,Paul,Q865528,,NA,
Clark,2014,Phillips,Ruth,Q1041737,,NA,
Clark,2014,Phillips,Mark,Q1041737,,NA,
Clark,2014,Dave-Mukherji,Parul,Q1147063,,NA,
Clark,2014,Holly,Michael Ann,Q1465805,,NA,
Clark,2014,Tejada,Roberto,Q1536258,,NA,
Clark,2014,Finaldi,Gabriele,Q160112,,NA,
Clark,2014,Terrassa,Jacqueline,Q160236,,NA,
Clark,2014,Conaty,Kimberly,Q188740,,NA,
Clark,2014,Heuer,Christopher,Q21578,,NA,
Clark,2014,Smith,Terence,Q235034,,NA,
Clark,2014,Michaud,Eric,Q273518,,NA,
Clark,2014,Meier,Prita,Q457281,,NA,
Clark,2014,Crow,Thomas,Q49210,,NA,
Clark,2014,Chambrion,Matthieu,Q6548,,NA,
Clark,2014,Leung,Simon,Q868421,,NA,
Clark,2014,Noland,Carrie,Q868421,,NA,
Clark,2014,Lieberman,Ralph,Q983837,,NA,
Clark,2014,Stavrinaki,Maria,Q999763,,NA,
Clark,2013,Blier,Suzanne,Q13371,,NA,
Clark,2013,De Los Cobos,Andrés Úbeda,Q160112,,NA,
Clark,2013,Dal Lago,Francesca,Q202660,,NA,
Clark,2013,Athens,Elizabeth,Q49112,,NA,
Clark,2013,Reinhardt,Mark,Q49166,,NA,
Clark,2013,Peffer,John,Q7289009,,NA,
Clark,2013,Reed,Christopher,Q739627,,NA,
Clark,2013,Bishop,Clare,Q1024543,,NA,
Clark,2013,Golan,Romy,Q1024543,,NA,
Clark,2013,Balfour,Ian,Q849751,,NA,
Clark,2013,Wyss,Beat,Q896116,,NA,
Clark,2013,Samis,Peter,Q913672,,NA,
Clark,2013,Saltzman,Lisa,Q995265,,NA,
Clark,2012,Mitchell,W.J.T.,Q131252,,NA,
Clark,2012,Haidu,Rachel,Q149990,,NA,
Clark,2012,Klonk,Charlotte,Q152087,,NA,
Clark,2012,Appleton,Bill,Q1760539,,NA,
Clark,2012,Da Costa Meyer,Esther,Q21578,,NA,
Clark,2012,Karlholm,Dan,Q3110979,,NA,
Clark,2012,Chang,Ting,Q41262,,NA,
Clark,2012,Minor,Heather Hyde,Q457281,,NA,
Clark,2012,Benjamin,Roger,Q487556,,NA,
Clark,2012,Redford,Bruce,Q49110,,NA,
Clark,2012,Korom,Frank,Q49110,,NA,
Clark,2012,Houston,Stephen,Q49114,,NA,
Clark,2012,Courtright,Nicola,Q49165,,NA,
Clark,2012,Bowen,Dore,Q498526,,NA,
Clark,2012,Campbell,Jean,Q621043,,NA,
Clark,2012,Nixon,Mignon,Q734266,,NA,
Clark,2012,Getsy,David,Q7432601,,NA,
Clark,2012,Hellman,Mimi,Q7535073,,NA,
Clark,2011,Hannoosh,Michèle,Q230492,,NA,
Clark,2011,Storr,Annie,Q1132041,,NA,
Clark,2011,Gaskell,Ivan,Q13371,,NA,
Clark,2011,Rousová,Andrea,Q1419555,,NA,
Clark,2011,Barón,Javier,Q160112,,NA,
Clark,2011,Mills,Cynthia,Q16557,,NA,
Clark,2011,Reynaerts,Jenny,Q190804,,NA,
Clark,2011,Lash,Miranda,Q2063082,,NA,
Clark,2011,O'Hare,Mary-Kate,Q4328346,,NA,
Clark,2011,Akcan,Esra,Q457281,,NA,
Clark,2011,Corrin,Lisa,Q49166,,NA,
Clark,2011,Crow,Thomas,Q49210,,NA,
Clark,2011,Geronimus,Dennis,Q49210,,NA,
Clark,2011,Pollock,Griselda,Q503424,,NA,
Clark,2011,Gamboni,Dario,Q503473,,NA,
Clark,2011,Silva,Bisi,Q59536269,,NA,
Clark,2011,Sudhalter,Adrian,Q60,,NA,
Clark,2011,Bryan-Wilson,Julia,Q868421,,NA,
Clark,2011,Shiming,Gao,Q985670,,NA,
Clark,2010,Ouédraogo,Jean-Bernard,Q1076606,,NA,
Clark,2010,Hernández-Navarro,Miguel,Q1236345,,NA,
Clark,2010,Jollet,Etienne,Q1394262,,NA,
Clark,2010,Alarcó,Paloma,Q176251,,NA,
Clark,2010,Brodie,Judith,Q214867,,NA,
Clark,2010,Snickare,Mårten,Q221645,,NA,
Clark,2010,Siegfried,Susan,Q230492,,NA,
Clark,2010,Vinegar,Aron,Q309331,,NA,
Clark,2010,Belting,Hans,Q309988,,NA,
Clark,2010,Corn,Wanda,Q41506,,NA,
Clark,2010,Wrigley,Richard,Q472316,,NA,
Clark,2010,Roberts,Mary,Q487556,,NA,
Clark,2010,Ledbury,Mark,Q487556,,NA,
Clark,2010,Silver,Larry,Q49117,,NA,
Clark,2010,Childs,Adrienne,Q503415,,NA,
Clark,2010,Waterfield,Giles,Q84,,NA,
Clark,2010,Willsdon,Dominic,Q913672,,NA,
Clark,2009,Berger,Martin,Q1047293,,NA,
Clark,2009,Perchuk,Andrew,Q11203476,,NA,
Clark,2009,de Duve,Thierry,Q1141586,,NA,
Clark,2009,Singh,Kavita,Q1147063,,NA,
Clark,2009,Jackson,Matthew Jesse,Q131252,,NA,
Clark,2009,Mufti,Aamir,Q174710,,NA,
Clark,2009,Mathur,Saloni,Q174710,,NA,
Clark,2009,Heuer,Christopher,Q21578,,NA,
Clark,2009,Mitrovic,Branko,Q2495129,,NA,
Clark,2009,Cohen,Claudine,Q273518,,NA,
Clark,2009,Clayson,S. Hollis (Holly),Q309350,,NA,
Clark,2009,Kenaan,Hagi,Q319239,,NA,
Clark,2009,Karroum,Abdellah,Q3272215,,NA,
Clark,2009,Ebert-Schifferer,Sybille,Q339759,,NA,
Clark,2009,Piotrowski,Piotr,Q348402,,NA,
Clark,2009,Clarke,Christa,Q4328346,,NA,
Clark,2009,McClellan,Andrew,Q49120,,NA,
Clark,2009,Bennett,Jill,Q734764,,NA,
Clark,2009,Palermo,Charles,Q875637,,NA,
Clark,2008,Werth,Margaret,Q1068072,,NA,
Clark,2008,Naginski,Erika,Q13371,,NA,
Clark,2008,Katz,Jonathan D.,Q1345,,NA,
Clark,2008,Mercer,Kobena P.,Q1760791,,NA,
Clark,2008,Kelly,Michael,Q1783178,,NA,
Clark,2008,Sasse,Julie,Q18325616,,NA,
Clark,2008,Merback,Mitchell,Q193727,,NA,
Clark,2008,Affron,Matthew,Q213439,,NA,
Clark,2008,Witkovsky,Matthew,Q214867,,NA,
Clark,2008,Patry,Sylvie,Q23402,,NA,
Clark,2008,Scott,Felicity,Q49088,,NA,
Clark,2008,Joseph,Branden W.,Q49088,,NA,
Clark,2008,Leja,Michael,Q49117,,NA,
Clark,2008,Sappol,Michael,Q611833,,NA,
Clark,2008,Okeke-Agulu,Chika O.,Q739627,,NA,
Clark,2008,D'Souza,Aruna,Q863813,,NA,
Clark,2007,Donougho,Martin,Q1024426,,NA,
Clark,2007,Standring,Timothy,Q1189960,,NA,
Clark,2007,English,Darby,Q131252,,NA,
Clark,2007,Roberts,Jennifer L.,Q13371,,NA,
Clark,2007,Tate,Carolyn,Q1423756,,NA,
Clark,2007,Van Alphen,Ernst,Q156598,,NA,
Clark,2007,Tickner,Lisa,Q1760791,,NA,
Clark,2007,Conisbee,Philip,Q214867,,NA,
Clark,2007,Causey,Faya,Q214867,,NA,
Clark,2007,Nairne,Sandy,Q238587,,NA,
Clark,2007,Bajou,Valérie,Q2946,,NA,
Clark,2007,Morel,Philipe,Q3152376,,NA,
Clark,2007,Bull,Malcom,Q34433,,NA,
Clark,2007,Lamoureux,Johanne,Q392189,,NA,
Clark,2007,Tronzo,William,Q41506,,NA,
Clark,2007,Taylor,Michael R.,Q510324,,NA,
Clark,2007,Meyer,James,Q621043,,NA,
Clark,2007,Sims,Lowery,Q903403,,NA,
Clark,2006,Lee,Anthony,Q1140542,,NA,
Clark,2006,Ward,Martha,Q131252,,NA,
Clark,2006,Jarrard,Alice,Q13371,,NA,
Clark,2006,Sinisgalli,Rocco,Q209344,,NA,
Clark,2006,Dumas,Ann V,Q270920,,NA,
Clark,2006,Davila,Thierry,Q2945071,,NA,
Clark,2006,Dilly,Heinrich,Q32120,,NA,
Clark,2006,Guilbaut,Serge,Q3551708,,NA,
Clark,2006,Musser,Charles,Q49112,,NA,
Clark,2006,Bickford,Maggie,Q49114,,NA,
Clark,2006,Barry-Flood,Finbarr,Q49210,,NA,
Clark,2006,Reynolds,Ann,Q49213,,NA,
Clark,2006,Reed,Arden,Q7227384,,NA,
Clark,2005,Iversen,Margaret,Q1075104,,NA,
Clark,2005,Ozerkov,Dmitry,Q132783,,NA,
Clark,2005,Von Falkenhausen,Susanne,Q152087,,NA,
Clark,2005,Chapius,Julien,Q160236,,NA,
Clark,2005,Weston,Helen,Q193196,,NA,
Clark,2005,Donovan,Molly,Q214867,,NA,
Clark,2005,Loumpet,Alexandra Galitzine,Q3551692,,NA,
Clark,2005,Loumpet,Germain,Q3551692,,NA,
Clark,2005,Dackerman,Susan,Q377579,,NA,
Clark,2005,Erickson,Peter,Q490732,,NA,
Clark,2005,Jarzombek,Mark,Q49108,,NA,
Clark,2005,Rorty,Amelie,Q49111,,NA,
Clark,2005,Cohen,Ada,Q49116,,NA,
Clark,2005,Unglaub,Jonathan,Q49119,,NA,
Clark,2005,Weinberg,Jonathan,Q49145,,NA,
Clark,2005,Tucker,Jennifer,Q49167,,NA,
Clark,2005,Hyde,Melissa,Q501758,,NA,
Clark,2005,Bonfait,Olivier,Q546118,,NA,
Clark,2005,Tagg,John,Q863813,,NA,
Clark,2005,Pergam,Elizabeth,Q87195168,,NA,
Clark,2005,Cuzin,Jean Pierre,Q90,,NA,
Clark,2004,Carrier,David,Q1047060,,NA,
Clark,2004,Mitter,Partha,Q1161297,,NA,
Clark,2004,Thunø,Erik,Q11965412,,NA,
Clark,2004,Stimson,Blake,Q129421,,NA,
Clark,2004,Kelsey,Robin E.,Q13371,,NA,
Clark,2004,Percival,Melissa,Q1414861,,NA,
Clark,2004,Berlo,Janet Catherine,Q149990,,NA,
Clark,2004,Neff,Emily Ballew,Q1565911,,NA,
Clark,2004,Wagner,Anselm,Q165980,,NA,
Clark,2004,Brettell,Richard R.,Q1781394,,NA,
Clark,2004,Pointon,Marcia,Q230899,,NA,
Clark,2004,Bann,Stephen,Q459506,,NA,
Clark,2004,Lincoln,Evelyn,Q49114,,NA,
Clark,2004,Randolph,Adrian W.B.,Q49116,,NA,
Clark,2004,Marvin,Miranda,Q49205,,NA,
Clark,2004,Spitz,Ellen Handler,Q503415,,NA,
Clark,2004,Buskirk,Martha,Q6906574,,NA,
Clark,2004,Stimilli,Davide,Q736674,,NA,
Clark,2004,Fonsmark,Anne-Birgitte,Q770918,,NA,
Clark,2004,Clarke,Michael,Q942713,,NA,
Clark,2003,Jordanova,Ludmilla,Q1045828,,NA,
Clark,2003,Aston,Nigel,Q1333399,,NA,
Clark,2003,Einecke,Claudia,Q1372546,,NA,
Clark,2003,Todd,Ellen W.,Q1411222,,NA,
Clark,2003,Hutchinson,Elizabeth,Q167733,,NA,
Clark,2003,Bruzelius,Caroline,Q168751,,NA,
Clark,2003,Silverman,Kaja,Q168756,,NA,
Clark,2003,Whiting,Cécile,Q174710,,NA,
Clark,2003,Garb,Tamar,Q193196,,NA,
Clark,2003,Melville,Stephen,Q309331,,NA,
Clark,2003,Clayson,S. Hollis (Holly),Q309350,,NA,
Clark,2003,Pachmanová,Martina,Q414309,,NA,
Clark,2003,Rosenthal,Angela,Q49116,,NA,
Clark,2003,Wettlaufer,Alexandra,Q49213,,NA,
Clark,2003,Foster,Carter E.,Q657415,,NA,
Clark,2003,Gundersheimer,Werner L.,Q728116,,NA,
Clark,2003,Abou-El-Haj,Barbara,Q863813,,NA,
Clark,2003,Herbert,James D.,Q868421,,NA,
Clark,2003,Grigoryev,Roman,Q929378,,NA,
Clark,2002,Onians,John,Q1045828,,NA,
Clark,2002,Diamond,Debra,Q105749808,,NA,
Clark,2002,Forster-Hahn,Françoise,Q1075148,,NA,
Clark,2002,Müller,Jürgen,Q1194988,,NA,
Clark,2002,Chadwick,Whitney,Q1256981,,NA,
Clark,2002,Duro,Paul,Q149990,,NA,
Clark,2002,Renié,Pierre-Lin,Q15818400,,NA,
Clark,2002,Boucher,Bruce,Q170027,,NA,
Clark,2002,Haywood,Robert,Q178848,,NA,
Clark,2002,Gotlieb,Marc,Q180865,,NA,
Clark,2002,Kok,Jan Piet Filedt,Q190804,,NA,
Clark,2002,Spicer,Joaneath,Q210081,,NA,
Clark,2002,Rapetti,Rodolphe,Q3480397,,NA,
Clark,2002,Ciletti,Elena,Q4119316,,NA,
Clark,2002,Connors,Joseph,Q49088,,NA,
Clark,2002,Wolff,Janet,Q49088,,NA,
Clark,2002,Hedreen,Guy,Q49166,,NA,
Clark,2002,Bohrer,Frederick,Q5897438,,NA,
Clark,2002,Joselit,David,Q868421,,NA,
Clark,2002,Mirzoeff,Nicholas,Q969850,,NA,
Clark,2001,Soussloff,Catherine,Q1047293,,NA,
Clark,2001,Leja,Michael,Q1068072,,NA,
Clark,2001,Shapiro,Gary,Q1115878,,NA,
Clark,2001,Cvetnic,Sanja,Q1264085,,NA,
Clark,2001,Meslay,Olivier,Q19675,,NA,
Clark,2001,Bal,Mieke,Q214341,,NA,
Clark,2001,Cano,Ignacio,Q2163496,,NA,
Clark,2001,Gough,Maria,Q230492,,NA,
Clark,2001,de Margerie,Laure,Q23402,,NA,
Clark,2001,Nonne,Monique,Q23402,,NA,
Clark,2001,Funnell,Peter,Q238587,,NA,
Clark,2001,Koja,Stephane,Q303139,,NA,
Clark,2001,McIntosh,Decourcy (Dick),Q3753155,,NA,
Clark,2001,Lang,Karen,Q4614,,NA,
Clark,2001,Westermann,Mariët,Q499451,,NA,
Clark,2001,Balken,Debra,Q60,,NA,
Clark,2001,Porterfield,Todd,Q60,,NA,
Clark,2001,Cooper,Harry,Q809600,,NA,
Clark,2001,Corbett,David Peters,Q967165,,NA,
Clark,2000,Bailey,Colin,Q1068063,,NA,
Clark,2000,Mallgrave,Harry,Q11203476,,NA,
Clark,2000,Babin,Alexander,Q132783,,NA,
Clark,2000,Bordes,Philippe,Q1394262,,NA,
Clark,2000,Grohé,Stefan,Q154561,,NA,
Clark,2000,Clifton,James,Q1565911,,NA,
Clark,2000,Bruhn,Matthias,Q156725,,NA,
Clark,2000,Harvey,Elizabeth,Q180865,,NA,
Clark,2000,Cheetham,Mark,Q180865,,NA,
Clark,2000,Carpo,Mario,Q3578188,,NA,
Clark,2000,Muehlig,Linda,Q49204,,NA,
Clark,2000,Mendelsohn,Latrice,Q60,,NA,
Clark,2000,Coutts,Howard,Q895434,,NA,
Clark,1999,Haskell,Larisa,Q132783,,NA,
Clark,1999,Gaehtgens,Thomas,Q153006,,NA,
Clark,1999,Sauerländer,Brigitte,Q1726,,NA,
Clark,1999,Nichols,Lawrence,Q1743116,,NA,
Clark,1999,Sauerländer,Willibald,Q190617,,NA,
Clark,1999,Glanville,Philippa,Q213322,,NA,
Clark,1999,Lavin,Marilyn,Q21578,,NA,
Clark,1999,Lavin,Irving,Q21578,,NA,
Clark,1999,Eisenman,Stephen,Q309350,,NA,
Clark,1999,Haskell,Francis,Q34433,,NA,
Clark,1999,Holod,Renata,Q49117,,NA,
Clark,1999,Gatti,Luca,Q53569537,,NA,
Clark,1999,Gaehtgens,Barbara,Q64,,NA,
Clark,1999,Walker,Lynne,Q84,,NA,
Clark,1999,Cao,Yiqiang,Q985670,,NA,
Clark,1998,Van Os,Henk,Q214341,,NA,
Clark,1998,Sharnova,Elena,Q4872,,NA,
Clark,1998,Falkenberg,Reindert,Q758610,,NA,
Clark,1998,Gaskell,Ivan,Q809600,,NA,
Clark,1998,Schmidt,Victor,Q921539,,NA,
Clark,1997,Beyer,Andreas,Q273263,,NA,
Getty,2024,Handler-Spitz,Rivi,Q1141571,Getty Scholars,NA,
Getty,2024,Aisha Willis,Tara,Q131252,African American Art History Initiative Fellowship,NA,
Getty,2024,Crowe,Alice,Q153265,Residential Postdoctoral Fellowships,NA,
Getty,2024,Sevilhano Puglieri,Thiago,Q174710,Getty Scholars,NA,
Getty,2024,Dizdar,Ivana,Q180865,Residential Predoctoral Fellowships,NA,
Getty,2024,Hunter,Matthew,Q201492,GRI Guest Scholar,NA,
Getty,2024,Noel Robbins,Christa,Q213439,African American Art History Initiative Fellowship,NA,
Getty,2024,Steingo,Gavin,Q21578,Getty Scholars,NA,
Getty,2024,Badamo,Heather,Q263064,Getty Scholars,NA,
Getty,2024,Meglar Tísoc,Emiliano,Q3330387,GRI Guest Scholar,NA,
Getty,2024,Sutton,Gloria,Q37548,Getty Scholars,NA,
Getty,2024,Williams,J'Nese,Q392667,Getty Scholars,NA,
Getty,2024,Tumbas,Jasmina,Q4570064,Getty Scholars,NA,
Getty,2024,Omenya,Gordon,Q46756,Getty Scholars,NA,
Getty,2024,Kite,Whitney,Q49088,Residential Predoctoral Fellowships,NA,
Getty,2024,Fialho,Alex,Q49112,Residential Predoctoral Fellowships,NA,
Getty,2024,Cohen-Aponte,Ananda,Q49115,Getty Scholars,NA,
Getty,2024,Katzeman,Aaron,Q868421,Residential Postdoctoral Fellowships,NA,
Getty,2024,Grusiecki,Tomasz,Q891082,Getty Scholars,NA,
Getty,2024,Lee,Sohl,Q969850,Getty Scholars,NA,
Getty,2023,Hill,Jason,Q1068072,Getty Scholars,NA,
Getty,2023,Diaz,Eva,Q1204714,Getty Scholars,NA,
Getty,2023,Chotpradit,Thanavi,Q1209824,Connecting Art Histories Guest Scholars,NA,
Getty,2023,Moreno Guzmán,María Olvido,Q1489,GRI Guest Scholar,NA,
Getty,2023,Gruener,Magdalena,Q156725,Residential Predoctoral Fellowships,NA,
Getty,2023,Cohen,Meredith,Q174710,Getty Scholars,NA,
Getty,2023,Cao,Maggie,Q192334,GRI Guest Scholar,NA,
Getty,2023,Valyi-Nagy,Zsofia,Q214867,Residential Postdoctoral Fellowships,NA,
Getty,2023,Fayet,Roger,Q2256716,Getty Scholars,NA,
Getty,2023,neal,julia,Q230492,African American Art History Initiative Fellowship,NA,
Getty,2023,Mylnikova,Iuliia,Q234453,GRI Guest Scholar,NA,
Getty,2023,Klein,Sabine,Q309948,Getty Scholars,NA,
Getty,2023,Tanton,Kristine,Q392189,Getty Scholars,NA,
Getty,2023,Crowley,Patrick,Q41506,Getty Scholars,NA,
Getty,2023,Sorokina,Yuliya,Q4208080,Getty Scholars,NA,
Getty,2023,Horisaki-Christens,Andrea,Q49088,Residential Postdoctoral Fellowships,NA,
Getty,2023,Wexelblatt,Nina,Q49108,Residential Predoctoral Fellowships,NA,
Getty,2023,Walthall,Denton,Q49213,Getty Scholars,NA,
Getty,2023,Smalls,James,Q503415,African American Art History Initiative Fellowship,NA,
Getty,2023,Gagliardi,Susan,Q621043,Getty Scholars,NA,
Getty,2023,Shvartzberg Carrió,Manuel,Q622664,Residential Postdoctoral Fellowships,NA,
Getty,2023,Caycedo,Carolina,Q65,GRI Guest Scholar,NA,
Getty,2023,Papadopoulou,Pagona,Q667568,Connecting Art Histories Guest Scholars,NA,
Getty,2023,Sugiyama,Saburo,Q670897,Getty Scholars,NA,
